route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
Blue,285.2969.3,3970879,SANTA TERESA,1,9005,123170,1,1
Blue,285.2969.1,3970674,SANTA TERESA,1,9003,123170,1,1
Blue,285.2969.2,3970778,SANTA TERESA,1,9006,123170,1,1
Blue,285.2969.3,3970880,SANTA TERESA,1,9006,123170,1,1
Blue,285.2969.1,3970675,SANTA TERESA,1,9004,123170,1,1
Blue,285.2969.1,3970676,SANTA TERESA,1,9005,123170,1,1
Blue,285.2969.2,3970779,SANTA TERESA,1,9001,123170,1,1
Blue,285.2969.3,3970881,SANTA TERESA,1,9001,123170,1,1
Blue,285.2969.1,3970677,SANTA TERESA,1,9006,123170,1,1
Blue,285.2969.2,3970780,SANTA TERESA,1,9002,123170,1,1
Blue,285.2969.3,3970882,SANTA TERESA,1,9002,123170,1,1
Blue,285.2969.1,3970678,SANTA TERESA,1,9007,123170,1,1
Blue,285.2969.2,3970781,SANTA TERESA,1,9003,123170,1,1
Blue,285.2969.3,3970883,SANTA TERESA,1,9003,123170,1,1
Blue,285.2969.1,3970679,SANTA TERESA,1,9008,123170,1,1
Blue,285.2969.1,3970680,SANTA TERESA,1,9009,123170,1,1
Blue,285.2969.2,3970782,SANTA TERESA,1,9004,123170,1,1
Blue,285.2969.3,3970884,SANTA TERESA,1,9004,123170,1,1
Blue,285.2969.1,3970681,SANTA TERESA,1,9001,123170,1,1
Blue,285.2969.2,3970783,SANTA TERESA,1,9005,123170,1,1
Blue,285.2969.3,3970885,SANTA TERESA,1,9005,123170,1,1
Blue,285.2969.1,3970682,SANTA TERESA,1,9002,123170,1,1
Blue,285.2969.1,3970683,SANTA TERESA,1,9003,123170,1,1
Blue,285.2969.2,3970784,SANTA TERESA,1,9006,123170,1,1
Blue,285.2969.3,3970886,SANTA TERESA,1,9006,123170,1,1
Blue,285.2969.1,3970684,SANTA TERESA,1,9005,123170,1,1
Blue,285.2969.2,3970785,SANTA TERESA,1,9001,123170,1,1
Blue,285.2969.3,3970887,SANTA TERESA,1,9001,123170,1,1
Blue,285.2969.1,3970685,SANTA TERESA,1,9007,123170,1,1
Blue,285.2969.2,3970786,SANTA TERESA,1,9002,123170,1,1
Blue,285.2969.3,3970888,SANTA TERESA,1,9002,123170,1,1
Blue,285.2969.1,3970686,SANTA TERESA,1,9009,123170,1,1
Blue,285.2969.2,3970787,SANTA TERESA,1,9004,123170,1,1
Blue,285.2969.3,3970889,SANTA TERESA,1,9004,123170,1,1
Blue,285.2969.1,3970687,SANTA TERESA,1,9002,123170,1,1
Blue,285.2969.2,3970788,SANTA TERESA,1,9005,123170,1,1
Blue,285.2969.3,3970890,SANTA TERESA,1,9005,123170,1,1
Blue,285.2969.1,3970688,SANTA TERESA,1,9003,123170,1,1
Blue,285.2969.2,3970789,SANTA TERESA,1,9006,123170,1,1
Blue,285.2969.3,3970891,SANTA TERESA,1,9006,123170,1,1
Blue,285.2969.1,3970689,SANTA TERESA,1,9005,123170,1,1
Blue,285.2969.2,3970790,SANTA TERESA,1,9001,123170,1,1
Blue,285.2969.3,3970892,SANTA TERESA,1,9001,123170,1,1
Blue,285.2969.1,3970690,SANTA TERESA,1,9007,123170,1,1
Blue,285.2969.2,3970791,SANTA TERESA,1,9002,123170,1,1
Blue,285.2969.3,3970893,SANTA TERESA,1,9002,123170,1,1
Blue,285.2969.1,3970691,SANTA TERESA,1,9020,123171,1,1
Blue,285.2969.2,3970792,SANTA TERESA,1,9023,123171,1,1
Blue,285.2969.3,3970894,SANTA TERESA,1,9023,123171,1,1
