route_id,direction_id,stop_id,stop_sequence,mean_delay,stop_name,boardings,alightings,total_b_a,geometry,node,spacing_ft,index_right,cluster,adt,dist_to_adt
25,0,60745,15,7.5625,Willow & Kotenberg,5.684034511240392,5.055608525461464,10.739643036701858,POINT (6155167.16810891 1938337.75553164),65544807,9185.32884105557,6.0,6.0,536.0,211.33281134188553
25,0,60713,16,-49.5,Williams & Saratoga,63.222462994521806,26.350471260765357,89.57293425528721,POINT (6132086.313024 1938027.0051689),65470608,8765.39184250462,28.0,28.0,9424.0,212.2055212113278
25,0,60747,17,-19.625,Willow & Delmas,4.358292197998079,5.57107035121741,9.929362549215488,POINT (6156302.57659924 1939110.64703047),1709219281,8810.177478297737,82.0,82.0,12296.0,37.63158426942337
25,0,60716,19,-71.89473684210526,Williams & Boynton,46.94228851214147,18.152914732326497,65.095203244468,POINT (6135464.84662125 1938140.66471848),65493935,8338.37131149622,84.0,84.0,11556.0,111.49352457496096
25,0,60717,20,-34.10526315789474,Williams & Phelps,6.685995785260495,5.413977362506772,12.099973147767267,POINT (6136903.77615808 1938195.7312094),65579006,8487.575961805827,132.0,132.0,1820.0,213.74330954703652
25,0,60751,20,-94.76470588235294,Willow & Palm,34.65036099521395,27.268805867335285,61.91916686254922,POINT (6158996.70933433 1941013.71671514),4908522190,8127.633561801769,125.0,125.0,7738.0,134.79395124898733
25,0,60719,21,-82.57894736842105,Williams & Eden,3.1267273576097088,7.76262585453762,10.889353212147332,POINT (6138570.16357332 1938176.32803299),65579002,7760.507392580461,92.0,92.0,7940.0,136.34809690627335
25,0,60752,21,-97.94117647058823,Willow & Almaden,79.0114603533721,44.15866935352232,123.17012970689444,POINT (6159710.54550508 1941514.78395449),65512104,7866.361786554719,1.0,1.0,8385.0,89.33982974905837
25,0,60754,23,-72.4375,Keyes & 1st,286.23221753736453,138.58115642527406,424.8133739626387,POINT (6161172.77814491 1941965.88049322),5310645282,7967.930547658237,75.0,75.0,10071.833333333334,210.53524730990517
25,0,60756,25,-59.76470588235294,Keyes & 7th,25.164439563704278,21.98316520081225,47.14760476451653,POINT (6162873.96339083 1942929.54195173),65468873,7079.192780554725,136.0,136.0,12448.0,228.974104074951
25,0,60757,26,-100.6470588235294,Keyes & 10th,83.94091692621106,93.2060557089968,177.14697263520793,POINT (6163849.96143883 1943488.77902223),1081152520,363.0419814127794,25.0,25.0,20370.666666666668,77.729550976618
