bus_id,trip_id,route_id,lat,lon,time,speed,direction,geometry,line_id
6423,3917838,23,37.329097747802734,-121.8924866,1774546301,11.253889083862305,1,POINT (6156807.969186734 1945311.4110479408),23876
6424,3917826,23,37.35773468017578,-121.8325958,1774546301,0.0,1,POINT (6174368.156792243 1955483.6356713695),23876
6425,3917760,23,37.345516204833984,-121.8707428,1774546301,0.0128610003739595,0,POINT (6163216.9571951255 1951195.4480250278),23875
6428,3918685,25,37.32216262817383,-122.0415421,1774546301,0.0,0,POINT (6113432.931532248 1943465.9098400837),23876
7403,3918756,25,37.31084442138672,-122.0264359,1774546301,16.24807357788086,1,POINT (6117757.769094943 1939273.5067175825),23879
7421,3918679,25,37.320289611816406,-121.8771057,1774546301,6.705599784851074,0,POINT (6161232.384388665 1942038.5214773156),23879
7428,3918683,25,37.31041717529297,-122.0117493,1774546301,0.00051444,0,POINT (6122025.958796636 1939048.668150333),23879
7431,3918763,25,37.35826492,-121.8328094,1774546301,0.00051444,1,POINT (6174308.8302983735 1955677.5622577053),23876
7443,3918762,25,37.35160827636719,-121.826004,1774546301,10.345902442932127,1,POINT (6176252.234978963 1953226.0038055785),23879
7445,3918765,25,37.35827637,-121.8327789,1774546301,0.0,1,POINT (6174317.753345659 1955681.6045859335),23876
7450,3918764,25,37.35812377929688,-121.8326721,1774546301,0.00205776,1,POINT (6174347.999816612 1955625.609408843),23876
7455,3918759,25,37.30388641357422,-121.9134216,1774546301,0.0,1,POINT (6150583.068555344 1936224.1973976507),23879
8302,3916755,22,37.40425491333008,-122.1178818,1774546301,0.0,0,POINT (6091754.3768014675 1973726.0988252226),23875
8304,3923661,Rapid 523,37.32317352294922,-121.9914169,1774546301,4.023359775543213,1,POINT (6128012.453019554 1943597.8396561034),23876
8305,3916820,22,37.35764694213867,-122.0198364,1774546301,14.487144470214844,1,POINT (6119953.530418904 1956280.9463433018),23875
8307,3916776,22,37.38506317138672,-122.0828629,1774546301,0.00051444,0,POINT (6101806.474980295 1966565.4112580323),23875
8308,3916732,22,37.34850692749024,-121.8644562,1774546301,0.0180054008960723,0,POINT (6165060.098612272 1952257.5601722428),23875
8313,3916812,22,37.337440490722656,-121.888031,1774546301,2.830963134765625,1,POINT (6158148.361463686 1948329.4484590192),23875
8314,3923691,Rapid 523,37.33736038208008,-122.0413361,1774546301,0.0,1,POINT (6113583.944243558 1948997.7135924855),23897
8315,3916860,22,37.376461029052734,-122.0627213,1774546301,5.500392913818359,1,POINT (6107605.280269435 1963335.46153794),23875
8322,3923692,Rapid 523,37.338356018066406,-121.8836441,1774546301,0.0025722,1,POINT (6159428.523303661 1948643.8732123),23897
8325,3916813,22,37.32762527,-121.8183289,1774546301,6.614669322967529,1,POINT (6178359.940513176 1944463.0641272748),23875
8326,3916775,22,37.37015914916992,-122.0416718,1774546301,0.0,0,POINT (6113683.052191389 1960939.8270021311),23875
8327,3916862,22,37.33972930908203,-121.921669,1774546301,11.19472885131836,1,POINT (6148382.768710712 1949309.5101496167),23875
8328,3916861,22,37.35249328613281,-121.9683685,1774546301,8.389488220214844,1,POINT (6134881.074879311 1954165.9463025655),23875
8329,3916856,22,37.42557144165039,-122.146553,1774546301,5.364580631256104,1,POINT (6083564.194748391 1981631.5646539908),23875
8330,3916743,22,37.43975830078125,-122.1631165,1774546301,4.887179851531982,0,POINT (6078846.978911537 1986881.296605299),23875
8334,3916844,22,37.34101104736328,-121.8439941,1774546301,0.0,1,POINT (6170968.218319198 1949442.5047624274),23875
8335,3923643,Rapid 523,37.41057205200195,-122.0279083,1774546301,0.00051444,0,POINT (6117922.337520438 1975586.776279101),23897
8340,3916769,22,37.35228729248047,-121.9844131,1774546301,7.625029563903809,0,POINT (6130216.866249139 1954164.5192314074),23875
8341,3916837,22,37.38500595092773,-122.0821838,1774546301,9.687418937683104,1,POINT (6102003.399687524 1966541.2447130717),23875
8342,3916814,22,37.32687377929688,-121.8107758,1774546301,0.00102888,1,POINT (6180552.0436721565 1944158.6239221394),23875
8343,3916777,22,37.44425964355469,-122.1663971,1774546301,0.00154332,0,POINT (6077923.859061253 1988536.9426974677),23875
8347,3916733,22,37.32797622680664,-121.8315506,1774546301,11.581587791442873,0,POINT (6174517.781284227 1944645.2598631827),23875
0130,3926083,60,37.375755310058594,-121.9155426,1774546330,11.247201919555664,1,POINT (6150361.964920384 1962398.1900152015),23904
0131,3926019,60,37.35345077514648,-121.9372406,1774546330,0.0025722,0,POINT (6143933.120630703 1954374.084725085),23875
0133,3926017,60,37.38216018676758,-121.9050522,1774546330,10.68594741821289,0,POINT (6153444.86329966 1964684.0343767279),23904
0134,3926080,60,37.29328536987305,-121.9500351,1774546330,0.00360108,1,POINT (6139875.336735521 1932527.7144863056),23904
0136,3926086,60,37.41007232666016,-121.8915939,1774546330,0.00154332,1,POINT (6157505.814408279 1974787.4115738615),23904
0144,3917850,23,37.35791016,-121.8326874,1774546330,0.00154332,1,POINT (6174342.446100324 1955547.9010832945),23876
0145,3918684,25,37.31246566772461,-121.9376831,1774546330,0.00308664,0,POINT (6143575.311873338 1939455.0411924068),23879
0146,3917795,23,37.32335281,-121.9419785,1774546330,5.177838325500488,1,POINT (6142387.336572344 1943437.8219646541),23876
0147,3917851,23,37.32313919067383,-121.9916916,1774546330,0.00051444,1,POINT (6127932.386981247 1943586.613802118),23876
0149,3917720,23,37.324832916259766,-121.899971,1774546330,0.00102888,0,POINT (6154608.853806625 1943791.2132844012),23876
0152,3917796,23,37.34339141845703,-121.8755112,1774546330,9.752239227294922,1,POINT (6161819.6026835665 1950442.2270358307),23875
0153,3917733,23,37.32280349731445,-122.0269165,1774546330,5.2606635093688965,0,POINT (6117689.047942163 1943629.531774083),23876
0155,3917736,23,37.36137390136719,-121.83461,1774546330,3.405592679977417,0,POINT (6173801.692185055 1956816.8956472203),23876
0156,3917762,23,37.32251739501953,-122.0443878,1774546330,0.00154332,0,POINT (6112607.692969513 1943608.700311318),23876
0159,3918761,25,37.32816696166992,-121.8606491,1774546330,0.0133754406124353,1,POINT (6166058.980338018 1944836.3894575862),23879
0161,3917794,23,37.322975158691406,-122.0390778,1774546330,13.392416954040527,1,POINT (6114154.276430404 1943749.9255386963),23876
0169,3926082,60,37.36345291137695,-121.9218063,1774546330,8.029893875,1,POINT (6148474.06460366 1957946.9516745443),23904
0177,3923662,Rapid 523,37.328243255615234,-121.8942108,1774546330,0.0226353593170642,1,POINT (6156302.069473337 1945007.786255408),23876
0181,3923642,Rapid 523,37.323387145996094,-121.9213715,1774546330,15.305619239807127,0,POINT (6148378.891634808 1943358.6594898996),23876
0198,3926022,60,37.27942657470703,-121.9487152,1774546330,0.0,0,POINT (6140181.143903603 1927476.360292872),23904
0199,3926018,60,37.36715316772461,-121.9262619,1774546330,12.23492718,0,POINT (6147199.847767546 1959313.771881996),23904
2038,3923612,Rapid 523,37.32280349731445,-122.032135,1774546330,11.251832008361816,0,POINT (6116171.810524084 1943654.3207514742),23876
3404,3926081,60,37.33996582,-121.9505005,1774546330,12.529186248779297,1,POINT (6140003.3567484515 1949524.2248436871),23904
3405,3926021,60,37.279422760009766,-121.9491272,1774546330,0.00102888,0,POINT (6140061.265682981 1927476.827419339),23904
3437,3926084,60,37.40800857543945,-121.8954163,1774546330,13.66712760925293,1,POINT (6156384.555684218 1974052.6028518074),23904
3453,3918681,25,37.31111526489258,-121.9318161,1774546330,0.00360108,0,POINT (6145273.8345851805 1938937.2566348752),23879
3460,3918760,25,37.31041717529297,-121.8853912,1774546330,2.8541131019592285,1,POINT (6158770.104156853 1938479.8950383603),23879
3462,3918758,25,37.31584167480469,-121.9348984,1774546330,0.04835736,1,POINT (6144403.90807276 1940671.6797531915),23879
3472,3918677,25,37.362003326416016,-121.8244171,1774546330,3.566612482070923,0,POINT (6176766.999886007 1957003.9678275743),23879
3474,3918680,25,37.33967590332031,-121.8432617,1774546330,0.00051444,0,POINT (6171174.136068048 1948953.3680425503),23875
3496,3923613,Rapid 523,37.36454391479492,-122.0325012,1774546330,0.00051444,0,POINT (6116314.167020828 1958851.8226616587),23897
4135,3926085,60,37.40989685058594,-121.8915024,1774546330,0.0025722,1,POINT (6157531.436986981 1974723.131952624),23904
4302,3922837,Rapid 522,37.35245895385742,-121.9731064,1774546330,17.434558868408203,1,POINT (6133503.907732297 1954175.0880074468),23875
4303,3922763,Rapid 522,37.44391250610352,-122.1658325,1774546330,0.00051444,0,POINT (6078085.492438197 1988407.6503099035),23875
4304,3922767,Rapid 522,37.352664947509766,-122.013504,1774546330,0.00360108,0,POINT (6121764.44108304 1954437.4104284577),23875
4305,3922764,Rapid 522,37.44377136230469,-122.1660309,1774546330,0.0,0,POINT (6078026.989368005 1988357.2922126136),23875
4306,3922770,Rapid 522,37.33854293823242,-121.885437,1774546330,0.00051444,0,POINT (6158908.356162508 1948719.6347564792),23875
4310,3922840,Rapid 522,37.42173767089844,-122.1393127,1774546330,13.416595458984377,1,POINT (6085641.876591266 1980198.9814740072),23875
4311,3922765,Rapid 522,37.42809295654297,-122.1496735,1774546330,4.917439937591553,0,POINT (6082674.378249207 1982565.4737035444),23875
4312,3922838,Rapid 522,37.36821746826172,-122.0330505,1774546330,8.353991508483887,1,POINT (6116176.458484866 1960191.8088816951),23875
4313,3922768,Rapid 522,37.35230255126953,-121.9897995,1774546330,13.772587776184082,0,POINT (6128651.5114681795 1954194.950862819),23875
4315,3922832,Rapid 522,37.32720184326172,-121.8110504,1774546330,0.00102888,1,POINT (6180473.880513351 1944279.179680487),23875
4318,3922839,Rapid 522,37.394832611083984,-122.099678,1774546330,15.04171085357666,1,POINT (6096982.525566624 1970205.0280348933),23875
4319,3922834,Rapid 522,37.34609603881836,-121.8236237,1774546330,15.066404342651367,1,POINT (6176915.664035744 1951209.38667449),23896
4320,3922766,Rapid 522,37.38313293457031,-122.0787506,1774546330,0.044241842,0,POINT (6102989.234812458 1965842.5293195539),23875
4322,3922836,Rapid 522,37.352027893066406,-121.9371414,1774546330,5.869246006011963,1,POINT (6143953.996424644 1953855.6276733652),23875
4325,3922804,Rapid 522,37.33100891113281,-121.8127136,1774546330,16.19662857055664,0,POINT (6180009.769157995 1945671.9873326917),23875
4329,3922833,Rapid 522,37.32704544067383,-121.8109207,1774546330,0.00102888,1,POINT (6180510.791317841 1944221.7103396717),23875
6210,3926020,60,37.32285690307617,-121.9500122,1774546330,0.00102888,0,POINT (6140048.793454784 1943293.375250734),23876
6423,3917838,23,37.32743835449219,-121.8959427,1774546330,10.936480522155762,1,POINT (6155794.18907977 1944722.2585181652),23876
6424,3917826,23,37.35773468017578,-121.8325958,1774546330,0.0,1,POINT (6174368.156792243 1955483.6356713695),23876
6425,3917760,23,37.34669113,-121.8683014,1774546330,9.446146965026855,0,POINT (6163932.829749865 1951612.811272592),23875
6428,3918685,25,37.32216262817383,-122.0415421,1774546330,0.0,0,POINT (6113432.931532248 1943465.9098400837),23876
7403,3918756,25,37.31233978271485,-122.0315475,1774546330,12.174736976623535,1,POINT (6116280.28314793 1939842.17405667),23879
7421,3918679,25,37.32135772705078,-121.8748245,1774546330,10.281919479370115,0,POINT (6161901.375100381 1942417.6303799697),23879
7428,3918683,25,37.310455322265625,-122.0114975,1774546330,7.515968322753906,0,POINT (6122099.404279688 1939061.3734623387),23879
7431,3918763,25,37.35826492,-121.8328018,1774546330,0.00102888,1,POINT (6174311.038955599 1955677.5308024152),23876
7443,3918762,25,37.35124588012695,-121.8265228,1774546330,0.00154332,1,POINT (6176099.581623065 1953096.2042644862),23879
7445,3918765,25,37.35827637,-121.8327789,1774546330,0.0,1,POINT (6174317.753345659 1955681.6045859335),23876
7450,3918764,25,37.35812759399414,-121.8326721,1774546330,0.00154332,1,POINT (6174348.019590519 1955626.9982125936),23876
7455,3918759,25,37.30438232421875,-121.9135666,1774546330,0.0,1,POINT (6150543.62631881 1936405.3759346737),23879
8302,3916755,22,37.40413665771485,-122.1177444,1774546330,6.705599784851074,0,POINT (6091793.536550483 1973682.3581029763),23875
8304,3923661,Rapid 523,37.32319641113281,-121.9916153,1774546330,0.4470399916172027,1,POINT (6127954.902618931 1943607.0916300833),23876
8305,3916820,22,37.36164474487305,-122.0246811,1774546330,4.790465354919434,1,POINT (6118569.336840944 1957759.2595425234),23875
8307,3916776,22,37.38506317138672,-122.0828629,1774546330,0.00051444,0,POINT (6101806.474980295 1966565.4112580323),23875
8308,3916732,22,37.34882354736328,-121.8638306,1774546330,10.617012977600098,0,POINT (6165243.608505892 1952370.1796972894),23875
8313,3916812,22,37.33658599853516,-121.8898773,1774546330,8.199144363,1,POINT (6157607.03840515 1948026.325677109),23875
8314,3923691,Rapid 523,37.33736801147461,-122.0413361,1774546330,0.0,1,POINT (6113583.989986277 1949000.4910983734),23897
8315,3916860,22,37.37788391113281,-122.0666122,1774546330,17.86187171936035,1,POINT (6106483.520622142 1963872.361377707),23875
8322,3923692,Rapid 523,37.33835983276367,-121.8836441,1774546330,0.00308664,1,POINT (6159428.54383455 1948645.262002706),23897
8325,3916813,22,37.32643508911133,-121.8201218,1774546330,0.00154332,1,POINT (6177832.574625231 1944037.107020316),23875
8326,3916775,22,37.37015914916992,-122.0416718,1774546330,10.281919479370115,0,POINT (6113683.052191389 1960939.8270021311),23875
8327,3916862,22,37.34019852,-121.9222336,1774546330,2.231640577316284,1,POINT (6148221.246095028 1949482.825142885),23875
8328,3916861,22,37.35248565673828,-121.9732819,1774546330,16.53307342529297,1,POINT (6133453.055402326 1954185.6123370545),23875
8329,3916856,22,37.42710113525391,-122.1483231,1774546330,5.284842014312744,1,POINT (6083060.076864203 1982197.4944087502),23875
8330,3916743,22,37.43967819213867,-122.1630325,1774546330,0.00411552,0,POINT (6078870.844327382 1986851.6998761636),23875
8334,3916844,22,37.34101104736328,-121.8439941,1774546330,0.0,1,POINT (6170968.218319198 1949442.5047624274),23875
8335,3923643,Rapid 523,37.41057205200195,-122.0279083,1774546330,0.00154332,0,POINT (6117922.337520438 1975586.776279101),23897
8340,3916769,22,37.35228348,-121.9842758,1774546330,0.00102888,0,POINT (6130256.747595641 1954162.498342847),23875
8341,3916837,22,37.38536453,-122.0829086,1774546330,0.00102888,1,POINT (6101795.054731777 1966675.345927231),23875
8342,3916814,22,37.32687377929688,-121.8107758,1774546330,0.00102888,1,POINT (6180552.0436721565 1944158.6239221394),23875
8343,3916777,22,37.44426727294922,-122.1663895,1774546330,0.00154332,0,POINT (6077926.114509292 1988539.6808888135),23875
8347,3916733,22,37.32536315917969,-121.8289642,1774546330,12.240070343017578,0,POINT (6175256.2201086115 1943683.241052272),23875
0130,3926083,60,37.37400436401367,-121.9174576,1774546359,11.307906150817873,1,POINT (6149795.924935175 1961769.1592748014),23904
0131,3926019,60,37.35344696044922,-121.9372406,1774546359,0.00051444,0,POINT (6143933.099303817 1954372.6959468059),23875
0133,3926017,60,37.38187789916992,-121.9012527,1774546359,5.016819000244141,0,POINT (6154547.1423673695 1964564.7141928833),23904
0134,3926080,60,37.29175949,-121.9499817,1774546359,11.91700267791748,1,POINT (6139882.262253614 1931971.9647679958),23904
0136,3926086,60,37.41007614135742,-121.8915939,1774546359,0.00102888,1,POINT (6157505.835057325 1974788.8003678776),23904
0144,3917850,23,37.35791397094727,-121.832695,1774546359,0.00411552,1,POINT (6174340.257187383 1955549.319974527),23876
0145,3918684,25,37.31246948242188,-121.9376907,1774546359,0.00308664,0,POINT (6143573.123231181 1939456.463921357),23879
0146,3917795,23,37.32339477539063,-121.9423294,1774546359,0.00205776,1,POINT (6142285.55006401 1943454.672122386),23876
0147,3917851,23,37.32312012,-121.9926605,1774546359,12.118148803710938,1,POINT (6127650.576255287 1943584.1629465038),23876
0149,3917720,23,37.32556915283203,-121.8987656,1774546359,12.799781799316406,0,POINT (6154963.317523085 1944054.008285533),23876
0152,3917796,23,37.34236145019531,-121.8777008,1774546359,0.091570325,1,POINT (6161177.634924611 1950076.6154568791),23875
0153,3917733,23,37.32284927368164,-122.0234146,1774546359,1.3452606201171875,0,POINT (6118707.469590746 1943629.6095147778),23876
0155,3917736,23,37.35966491699219,-121.8333206,1774546359,14.204716682434082,0,POINT (6174167.529619838 1956189.3705213924),23876
0156,3917762,23,37.322513580322266,-122.0443954,1774546359,0.00360108,0,POINT (6112605.460410528 1943607.348012584),23876
0159,3918761,25,37.32740020751953,-121.8620224,1774546359,14.433128356933594,1,POINT (6165655.6604579715 1944563.0497967775),23879
0161,3917794,23,37.32295989990234,-122.0411224,1774546359,6.729389667510986,1,POINT (6113559.73621432 1943754.1499612145),23876
0169,3926082,60,37.36125183105469,-121.9198151,1774546359,13.690277099609377,1,POINT (6149040.528275423 1957136.8389780773),23904
0177,3923662,Rapid 523,37.32823181152344,-121.8942108,1774546359,0.0,1,POINT (6156302.0074098995 1945003.6198936505),23876
0181,3923642,Rapid 523,37.32341766357422,-121.9163361,1774546359,16.312891006469727,0,POINT (6149843.075370977 1943347.5721522665),23876
0198,3926022,60,37.27942657470703,-121.9487152,1774546359,0.0,0,POINT (6140181.143903603 1927476.360292872),23904
0199,3926018,60,37.36529922485352,-121.9238663,1774546359,4.886151313781738,0,POINT (6147885.678422252 1958628.2236082754),23904
2038,3923612,Rapid 523,37.32278823852539,-122.0312042,1774546359,7.6816182136535645,0,POINT (6116442.342243407 1943644.3380387474),23876
3404,3926081,60,37.33705520629883,-121.9502792,1774546359,10.970433235168455,1,POINT (6140051.263777874 1948463.5933561067),23904
3405,3926021,60,37.27942657470703,-121.9491272,1774546359,0.00154332,0,POINT (6140061.287186331 1927478.2161907593),23904
3437,3926084,60,37.40455246,-121.896965,1774546359,8.151302337646484,1,POINT (6155916.007721033 1972801.0668496874),23904
3453,3918681,25,37.31063079833984,-121.9309921,1774546359,3.2594919204711914,0,POINT (6145510.750330547 1938757.2166864958),23879
3460,3918760,25,37.310977935791016,-121.8846664,1774546359,0.6867774128913879,1,POINT (6158983.89388718 1938680.9273959545),23879
3462,3918758,25,37.316009521484375,-121.9349289,1774546359,5.197387218475342,1,POINT (6144395.9763589185 1940732.9219133258),23879
3472,3918677,25,37.363040924072266,-121.8254089,1774546359,11.41799545288086,0,POINT (6176484.133372365 1957385.8033727775),23879
3474,3918680,25,37.34006118774414,-121.8426666,1774546359,0.0113176796585321,0,POINT (6171349.134694746 1949091.1543812298),23875
3496,3923613,Rapid 523,37.364540100097656,-122.0325012,1774546359,0.00360108,0,POINT (6116314.144280337 1958850.4339050788),23897
4135,3926085,60,37.40989685058594,-121.8915024,1774546359,0.00154332,1,POINT (6157531.436986981 1974723.131952624),23904
4302,3922837,Rapid 522,37.35250473022461,-121.9762344,1774546359,8.493760108947754,1,POINT (6132595.083755754 1954206.0787578833),23875
4303,3922763,Rapid 522,37.44391632080078,-122.1658325,1774546359,0.00154332,0,POINT (6078085.517154275 1988409.0390449474),23875
4304,3922767,Rapid 522,37.352657318115234,-122.013504,1774546359,0.00154332,0,POINT (6121764.39616502 1954434.6329092525),23875
4305,3922764,Rapid 522,37.44377136230469,-122.1660309,1774546359,0.0,0,POINT (6078026.989368005 1988357.2922126136),23875
4306,3922770,Rapid 522,37.33875656,-121.8849945,1774546359,9.008872985839844,0,POINT (6159038.136099252 1948795.5025264667),23875
4310,3922840,Rapid 522,37.42234420776367,-122.1404266,1774546359,0.3395304083824157,1,POINT (6085322.323496721 1980425.4576093252),23875
4311,3922765,Rapid 522,37.42776870727539,-122.1492996,1774546359,8.493760108947754,0,POINT (6082780.851394185 1982445.5179007219),23875
4312,3922838,Rapid 522,37.36903762817383,-122.0364227,1774546359,1.1734375953674316,1,POINT (6115201.515527385 1960506.456473348),23875
4313,3922768,Rapid 522,37.35231399536133,-121.9867325,1774546359,16.46002197265625,0,POINT (6129542.93596379 1954184.9414721003),23875
4315,3922832,Rapid 522,37.32720184326172,-121.8110504,1774546359,0.00154332,1,POINT (6180473.880513351 1944279.179680487),23875
4318,3922839,Rapid 522,37.39557266235352,-122.1013565,1774546359,0.00102888,1,POINT (6096499.60036219 1970482.781084069),23875
4319,3922834,Rapid 522,37.34934997558594,-121.825882,1774546359,12.372282028198242,1,POINT (6176276.046489426 1952403.3289755762),23896
4320,3922766,Rapid 522,37.38306808,-122.0786133,1774546359,5.853298664093018,0,POINT (6103028.722944831 1965818.246167368),23875
4322,3922836,Rapid 522,37.35264969,-121.9377213,1774546359,0.00051444,1,POINT (6143788.936226886 1954084.587730863),23875
4325,3922804,Rapid 522,37.32770538330078,-121.8103638,1774546359,15.38947296142578,0,POINT (6180676.065374996 1944459.706296971),23875
4329,3922833,Rapid 522,37.32704544067383,-121.8109207,1774546359,0.00154332,1,POINT (6180510.791317841 1944221.7103396717),23875
6210,3926020,60,37.32286453,-121.9500122,1774546359,0.00154332,0,POINT (6140048.836473903 1943296.1518976623),23876
6423,3917838,23,37.32550430297852,-121.8991318,1774546359,11.110361099243164,1,POINT (6154856.49666738 1944031.990550612),23876
6424,3917826,23,37.35773468017578,-121.8325958,1774546359,0.0,1,POINT (6174368.156792243 1955483.6356713695),23876
6425,3917760,23,37.34688949584961,-121.8678741,1774546359,0.00102888,0,POINT (6164058.08261079 1951683.213520694),23875
6428,3918685,25,37.32216262817383,-122.0415421,1774546359,0.0,0,POINT (6113432.931532248 1943465.9098400837),23876
7403,3918756,25,37.31284332275391,-122.0321274,1774546359,7.611653804779053,1,POINT (6116114.659336541 1940028.248647481),23879
